Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,9783691400,0.0,247
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,0.0,108
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,0.0,197
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9787849000,0.0,157
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,0.0,128
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,0.0,607
f4e7709c-02f6-37ca-aeea-8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7817299000,0.0,193
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,0.0,144
226098a2-6a40-3588-b5bb-db56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,5084273000,0.0,317
d733d4a9-080d-3593-b910-2366e652b7ea,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,6179837000,0.0,2
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,5083341000,0.0,51
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,0.0,5
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,0.0,288
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,0.0,100
80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,5082281200,0.0,188
8e00f524-3a5f-313e-9542-378dfc61193f,MARTHA'S VINEYARD HOSPITAL INC,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,5086930410,0.0,87
d7b11827-25f2-350b-bcd8-939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,6177356000,0.0,2
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,0.0,6
05462bf2-25d4-3ecd-afdf-bb3e1140929a,Causeway OPC,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,800-865-3384,0.0,35
53b25c4b-e95f-3dd1-8e69-d427cdd83631,Framingham Outpatient Clinic,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,800-865-3384,0.0,46
7c530dcd-43f3-3f87-b41b-9f704205e0f8,New Bedford Vet Center,73 Huttleton Ave.  Unit 2,Fairhaven,MA,02719,41.6318,-70.8801,508-999-6920 Or 508-999-6920,0.0,115
2f5422eb-ec1b-3559-9119-ee754943fbf9,PCP353,25 BREAKWATER RD,BREWSTER,MA,02631-1311,41.747513,-70.066223,508-896-4400,0.0,59
36f3b4f2-9e17-3b2b-b080-eab3c7fda7fb,PCP3763,53 CHESTNUT ST,SOUTH DARTMOUTH,MA,02748-3524,41.661303,-70.937913,617-999-7858,0.0,36
98b63415-bc21-3f43-b5ad-b78fb98c023d,PCP4717,214 N MAIN ST,WEST BRIDGEWATER,MA,02379-1251,42.021617,-71.026717,508-587-2858,0.0,72
973e7384-d05b-32ad-a8cc-c39191ee9150,PCP7483,152 N ST,PITTSFILED,MA,01201,42.452045,-73.26054,413-443-8480,0.0,67
aa1ac777-dca2-3d10-a84b-901df37cee5f,PCP7722,1368 BEACON ST,BROOKLINE,MA,02446-2800,42.323853,-71.142003,617-775-7301,0.0,31
5f3e3a85-0461-3b77-9505-f57767d24412,PCP8369,25 OLD WESTPORT RD,DARTMOUTH,MA,02747-2537,41.56651,-70.958229,508-813-0981,0.0,19
32836213-4ac7-3021-aad8-6383f3ced351,PCP9022,1 HOLLYWOOD DR,GRAFTON,MA,01536-1614,42.209151,-71.683644,508-839-3616,0.0,27
d3e3c112-3172-3b43-98df-018268eaeae3,PCP9408,221 WASHINGTON ST,GLOUCESTER,MA,01930-2642,42.62885,-70.685875,978-281-5225,0.0,3
22f35ea9-04e3-3ea7-92e3-c6bfd6530d81,PCP10403,85 WALSH ST,RANDOLPH,MA,02368-2648,42.178993,-71.052654,401-261-5131,0.0,53
8ada7bdc-4128-3ff4-a7eb-dff531ed97ed,PCP11816,328 BROADWAY,CAMBRIDGE,MA,02139-1840,42.376043,-71.11868,617-497-6715,0.0,86
8211d38e-da69-3519-a5ab-d9d9bc3b135d,SAVARD AND MOSKOS EYE HEALTH CARE  LLC,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,508-947-7321,0.0,51
05b06130-e01d-3303-8c21-3ae6c1446ba8,PCP11992,37 ALGONQUIN AVE,ANDOVER,MA,01810-5527,42.648044,-71.161751,978-749-3690,0.0,18
26ea591f-d8ea-399b-821e-98d97e88c7fd,PCP14796,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,508-393-7223,0.0,36
ff917dd4-ffbb-3f4c-b2df-445a7e9d29aa,PCP15541,35 BURT ST,NORTON,MA,02766-2569,41.965340999999995,-71.18178,508-285-3370,0.0,42
cfefc3e1-bedd-379a-a1ff-33e84c2e39f9,PCP17060,793 MAIN RD,WESTPORT,MA,02790-4358,41.579794,-71.081822,781-789-1236,0.0,33
c0916a22-b437-360d-840c-1b96a2411abd,PCP17172,945 BEDFORD ST,ABINGTON,MA,02351-1202,42.119966999999995,-70.957211,781-878-2340,0.0,39
4d1f1bfd-2151-3665-96e1-07361b26e412,PCP17518,664 MAIN ST A,AMHERST,MA,01002-2439,42.363534,-72.50729100000001,413-210-2843,0.0,56
66fd7d22-1a05-3fb8-810b-0bd5c7e6fadf,PCP18053,125 IPSWICH RD,TOPSFIELD,MA,01983-1549,42.641379,-70.94344,978-887-0008,0.0,38
3e54a0c1-21ed-34ea-9696-e64a09626bcc,PCP18347,33 PILGRIM PATH,CARLISLE,MA,01741-1840,42.53662,-71.36183199999999,978-371-9797,0.0,17
6444916c-3838-349b-8810-459e49000a47,PCP18657,44 WOOD AVE,MANSFIELD,MA,02048-1255,42.017302,-71.21641,508-339-28561,0.0,2
538e03a4-90c1-3381-bd80-b8c4ea67ccd2,PCP19187,65 CENTRAL ST A,GEORGETOWN,MA,01833-2425,42.726188,-70.983328,978-352-4200,0.0,40
4cd7de25-382b-30f8-94d5-e353e3eca86a,PCP20489,2 WHITING RD,DOVER,MA,02030-2451,42.234159999999996,-71.291167,508-785-1770,0.0,72
96dea973-aaeb-3488-8295-ea624de3fd33,PCP21502,154 HAVERHILL ST,METHUEN,MA,01844-3400,42.742751,-71.178588,978-794-9500,0.0,42
94d9a785-a590-30fd-b4b0-fc7bddccd2c9,PCP21973,875 MASS AVE,CAMBRIDGE,MA,02139-3015,42.376043,-71.11868,617-864-5560,0.0,71
ee1a65b6-9cdc-32ca-a8ea-8c1b1bfca928,ENCOMPASS CARE COMPANY INC,2 PARK CENTRAL DR,SOUTHBOROUGH,MA,01772-1777,42.299625,-71.52842700000001,508-481-8346,0.0,22
21fa547f-6fa2-393c-8466-06386d6eaeb9,PCP24743,62 BROWN ST,HAVERHILL,MA,01830-6778,42.782945,-71.087436,978-372-3201,0.0,61
279b2a85-ab64-3dec-90df-fbca8b479db5,PCP25692,48 CHERRY ST,WENHAM,MA,01984-1313,42.600633,-70.883303,978-473-6078,0.0,72
05558c5d-8e7b-319c-8d4e-47937f555f99,PCP28617,2 MORRISON COURT,CAMBRIDGE,MA,02140-1110,42.376043,-71.11868,617-661-7530,0.0,76
5175e575-a8df-3828-ac48-5b5492a09722,PCP32182,6 LYBERTY WAY,WESTFORD,MA,01886-3642,42.585541,-71.44025,978-496-2050,0.0,59
27dc7eb2-27eb-34c4-ad55-9d3992e3c26a,PCP32250,390 MASSACHUSETTS AVE,ARLINGTON,MA,02474-1048,42.418721999999995,-71.163912,781-643-7480,0.0,42
1a5e3f7f-4183-395c-a0cf-492130b46ea6,PCP32550,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,617-926-9973,0.0,48
9f515520-f81b-33a1-9492-7ba53054804d,PCP32797,30 POND ST,WALTHAM,MA,02451-4514,42.388921,-71.24226800000001,617-460-5718,0.0,61
b1516ff8-952b-3f90-a485-e43e29cbf469,PCP33041,14 MAIN ST,SOUTHBORO,MA,01772-1614,42.272062,-71.522795,508-787-9713,0.0,33
5a16b048-09b6-3d69-ae61-4715bec676c9,PCP37449,340 WOOD RD,BRAINTREE,MA,02184-2401,42.205416,-71.00216800000003,781-849-1111,0.0,10
737ae7be-959b-3c7f-b998-de3c90996c38,PCP43589,103 GARLAND ST,EVERETT,MA,02149-5066,42.405938,-71.054649,617-389-6270,0.0,18
945768aa-2200-3476-b042-993a9df74c65,BACK TO YOU PHYSICAL THERAPY AND SPORTS MEDICINE INC.,19 N MAIN ST,SHERBORN,MA,01770-1546,42.231947,-71.372963,617-571-7323,0.0,35
ea910c1c-c366-37bf-9772-6a587de6d146,PCP43966,100 BEDFORD ST,NEW BEDFORD,MA,02740-4839,41.661303000000004,-70.937913,508-996-6781,0.0,64
f341b9d9-cd82-3510-b4f2-06d2f46d3455,COMPREHENSIVE PHYSICAL THERAPY  PC,23 WARE ST,WEST BROOKFIELD,MA,01585-3137,42.256691,-72.158169,508-867-0180,0.0,33
b8dc71b2-c5bb-3a22-845d-ec6053397e1a,PCP47622,161 EASTERN AVE,LYNN,MA,01902-1307,42.474862,-70.96218499999999,781-864-3054,0.0,35
20d66892-61a8-344c-a5ce-06ed522f6c42,VILLAGE EYE ASSOCIATES LLC,17 VILLAGE SQ,CHELMSFORD,MA,01824-2712,42.597055,-71.3697,978-250-3937,0.0,48
f93e59e2-c0e4-3118-a1c2-3234c6dde120,CHARIS CENTER SOUTH  INC.,604 FOUNDRY ST,EASTON,MA,02334,42.040515,-71.109329,508-947-1901,0.0,57
b0c10db6-0961-3327-98c1-ec76e3602c60,FITZGERALD AND THEOHARIDIS PC,241 STATION AVE,S YARMOUTH,MA,02664-1863,41.667083,-70.200793,508-398-6055,0.0,15
214935b6-3ba3-31a9-9d96-56095ee9654a,PCP58532,403 HIGHLAND AVE,SOMERVILLE,MA,02144-2530,42.390445,-71.101033,617-429-4738,0.0,46
d797780f-5977-3fa8-acbb-1997bad927c7,PCP59195,3 WOODLAND RD,STONEHAM,MA,02180-1714,42.474208000000004,-71.097665,781-662-7177,0.0,7
9f0d71cf-4f11-38cb-b4d5-0ac00b26deb5,PCP60905,37 STONEBRIDGE RD,WAYLAND,MA,01778-3024,42.360427,-71.361099,508-650-1802,0.0,54
f328daa7-8d25-311b-a389-795a7bf03a47,PCP61523,37 ADDINGTON RD,BROOKLINE,MA,02445-4519,42.323853,-71.142003,617-264-8866,0.0,32
c0e5b5c1-06ff-3c39-b600-90de0f4fc39f,PCP65886,339 WASHINGTON ST,DEDHAM,MA,02026-1870,42.246871999999996,-71.179462,617-610-8829,0.0,33
5db9c918-9e4d-38bb-a94c-2c031fcb6fb0,CRABBE CHIROPRACTIC  INC,132 S MAIN ST,ACUSHNET,MA,02743-2772,41.718216999999996,-70.901151,508-998-2800,0.0,28
7851f8ca-0429-357d-86c9-8869701af00f,PCP66899,11 RIVER ST,WELLESLEY,MA,02481-2098,42.305932,-71.282917,617-667-8321,0.0,53
2c8bb256-f256-3a96-8166-500370fbcbcd,PCP72712,677 TIMPANY BLVD,GARDNER,MA,01440-3452,42.584206,-71.988737,978-669-4094,0.0,44
0464543f-4ff3-363a-bf9f-b86f128d973b,PCP83134,250 POND ST,BRAINTREE,MA,02184-5351,42.205416,-71.00216800000003,781-348-3904,0.0,39
7868b14c-be8d-3405-bb08-311a66a1fc7c,PCP92507,125 PARKER HILL AVE,BOSTON,MA,02120-2847,42.338551,-71.018253,617-738-4730,0.0,7
04407555-4681-33b8-9b33-e0eb0d6e1849,ADVANCED EYE CENTERS INC,500 FAUNCE CORNER RD,N DARTMOUTH,MA,02747-1255,41.646686,-70.999158,508-717-0270,0.0,7
cc1eb18f-5d39-3ac9-b326-9bb0e349d7dc,PCP104937,1029 PLEASANT ST,BRIDGEWATER,MA,02324-2472,41.972376000000004,-70.978773,,0.0,85
0cd03411-0b0e-327d-aea2-d9b426ac1d67,NEUROSURGERY CENTER OF SOUTHERN NEW ENGLAND  PC,537 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1242,41.56651,-70.958229,508-672-0545,0.0,31
1c9f06a8-38bb-3d07-99b2-176d626bc4c2,PCP113281,111 WASHINGTON ST,PLAINVILLE,MA,02762-2155,42.012797,-71.336578,,0.0,45
d9242200-7588-3df0-8ff0-61a45b07c487,PCP114043,32 NYE AVE,ACUSHNET,MA,02743-2750,41.718216999999996,-70.901151,,0.0,46
50654b55-65e5-3fda-94c1-a6909b912217,PCP116605,185 CLINTON RD,STERLING,MA,01564-2307,42.447924,-71.776045,,0.0,28
5fc5349f-9ce7-364c-96ce-9a27873204e3,PCP116640,35 MAIN ST,SAUGUS,MA,01906-2305,42.468432,-71.01394599999999,781-233-1946,0.0,31
3d98a940-6fb3-34af-8854-97ae5b045ea8,PCP124355,1180 BEACON ST A,BROOKLINE,MA,02446-3870,42.323853,-71.142003,,0.0,44
299b8267-9b1b-37d7-b154-e448dc3a7945,PCP125508,80 SUMNER AVE,SPRINGFIELD,MA,01108-2315,42.115454,-72.539978,,0.0,20
83188445-c098-3b9d-8223-ef07041c1985,PCP129635,4 COURTHOUSE LANE,CHELMSFORD,MA,01824-1737,42.597055,-71.3697,,0.0,36
d678d69e-84bd-340f-aa3e-88629727c34a,PCP133930,444 HUMPHREY ST,SWAMPSCOTT,MA,01907-2557,42.468059000000004,-70.89126,,0.0,37
10f2ca93-5e73-30e6-8bfc-da69039cc127,PLATINUM PHYSICAL THERAPY  INC.,1 LUMBER ST,HOPKINTON,MA,01748-2365,42.224096,-71.54048900000001,508-544-1540,0.0,57
8acdc9ed-79b4-378f-9f2e-73841f346a69,PCP144231,175 DWIGHT RD,LONGMEADOW,MA,01106-1767,42.047565000000006,-72.57113000000001,,0.0,37
f7619b82-0065-33f3-ac21-3fa720b8a980,PCP150693,33 LANCASTER ST,WORCESTER,MA,01609-2615,42.269478,-71.807783,,0.0,32
41d44de1-79d9-3d98-a60d-c1b06acec728,PCP161381,281 CAMBRIDGE ST,BURLINGTON,MA,01803-2543,42.503227,-71.201713,,0.0,22
e20b66bc-e239-3b8d-bde9-a3d60a4ea27d,PCP162061,81 B MAIN ST,MEDWAY,MA,02053-1867,42.156203000000005,-71.43034499999999,,0.0,56
9dbb19cc-ead3-3b8c-9a02-430632d7dade,ORTHOPEDIC AND SPORTS PHYSICAL THERAPY  LLP,161 COLLEGE AVE,MEDFORD,MA,02155-5528,42.423844,-71.10923100000001,617-627-5102,0.0,41
f43ccb73-d283-3d31-90d3-58e65ef30d0b,ADULT AND PEDIATRIC DERMATOLOGY  P.C.,340 MAPLE ST,MARLBORO,MA,01752-3295,42.349617,-71.547214,508-460-9613,0.0,28
0508f565-d970-34cc-93a2-ed6d56fd69e3,PCP178883,49 STATE RD,NORTH DARTMOUTH,MA,02747-3322,41.646686,-70.999158,,0.0,53
4843461d-4b7b-37fb-9631-d4d7760afa1b,PCP199148,136 HIGH ST,LANCASTER,MA,01523-2056,42.483569,-71.675585,978-368-1227,0.0,31
9bfcd34e-cafd-3da2-a7d0-279005adf605,TRANSCARE MOBILE HEALTH SERVICES PC,160 W ST,MILFORD,MA,01757-2200,42.158691999999995,-71.521419,508-473-2273,0.0,36
749a8ec0-d289-393a-b33b-39115ba167bc,COMMUNITY MEDICAL ASSOCIATES  INC.,25 MARSTON ST,LAWRENCE,MA,01841-2310,42.700272999999996,-71.161357,,0.0,38
bce310c4-5b58-330c-85ab-36faa54c2d0c,PCP205637,200 WALNUT ST,SAUGUS,MA,01906-1158,42.468432,-71.01394599999999,,0.0,30
d9c4ca4a-6f46-3bb3-8139-f2d595843246,CHARLES RIVER MEDICAL ASSOCIATES  PC,101 COOLIDGE ST,HUDSON,MA,01749-1354,42.389071,-71.545864,978-562-4160,0.0,44
7b4ee97a-0723-3538-900c-0a9680a6c021,JOHN MAGALHAES AND ASSOCIATES  INC.,382 STATE RD,DARTMOUTH,MA,02747-4302,41.56651,-70.958229,508-991-4520,0.0,67
5f3f1316-9911-3702-bf05-7db034c53b9d,HOLYOKE HEALTH CENTER INC.,505 FRONT ST,CHICOPEE,MA,01013-3140,42.175668,-72.572257,413-420-2222,0.0,53
d11326fd-9ee8-321f-a9d6-382f526d2b94,ELITE SPORTS INC,97 GREEN ST,FOXBOROUGH,MA,02035-2865,42.061338,-71.245802,781-297-0979,0.0,41
ee105673-ce08-390c-a99c-fb7aeaccd8dd,PCP223753,5 A CORNERSTONE SQ,WESTFORD,MA,01886-1467,42.585541,-71.44025,,0.0,15
2d19d984-3cc4-3409-8857-ace5c74b3f7a,PARTNERS IN REHABILITATION LLC,880 BROADWAY,SAUGUS,MA,01906-3284,42.468432,-71.01394599999999,781-233-2111,0.0,31
7502599f-18b7-3e33-ab56-9db43701f3bb,PCP231976,320 BOLTON ST,MARLBOROUGH,MA,01752-3980,42.349616999999995,-71.547214,508-481-4288,0.0,53
4b02e56a-7864-3e69-af83-065a9ce5f7e7,PCP233164,170 POND RD,WEST TISBURY,MA,02575-0130,41.394406,-70.656447,508-696-9171,0.0,54
169630e1-4a42-3776-b1e4-21d83f3f7ce8,SOUTH COUNTY PHYSICAL THERAPY INC,319 A SOUTHBRIDGE ST,AUBURN,MA,01501-2568,42.198708,-71.846006,508-832-2628,0.0,36
535a3173-bc12-393e-9a8f-3ee1f4aa671c,HRI HOSPITAL  INC,227 BABCOCK ST,BROOKLINE,MA,02446-6773,42.323853,-71.142003,617-731-3200,0.0,10
ab127ed2-4439-3749-82c5-eedeb7e90a19,ASSOCIATES IN OTOLARYNGOLOGY HEAD AND NECK SURGERY  PC,72 CUDWORTH RD,WEBSTER,MA,01570-3157,42.047075,-71.845805,508-757-0330,0.0,59
993aee78-a01f-32c3-b0d8-8fb443467e3e,SPAULDING HOSPITAL-CAMBRIDGE INC.,1575 CAMBRIDGE ST,CAMBRIDGE,MA,02138-4308,42.376043,-71.11868,617-876-4344,0.0,43
f4820355-4552-3bb8-9daf-256391a4359e,ATRIUS HEALTH INC,26 CITY HALL MALL,MEDFORD,MA,02155-4765,42.423844,-71.10923100000001,781-306-5100,0.0,28
13beca5a-3f0b-32ca-9340-824bc17fd1c5,RELIANT MEDICAL GROUP  INC,222 BOSTON TPKE,SHREWSBURY,MA,01545-5224,42.284766999999995,-71.714228,508-831-4080,0.0,45
5a389385-f202-3d25-979b-6b724f4d2862,SOUND PHYSICIANS OF MASSACHUSETTS INC,88 WASHINGTON ST,TAUNTON,MA,02780-2465,41.903324,-71.094987,508-828-7000,0.0,36
8d64552e-b21e-3da0-8129-e1c6d79ba429,PCP298043,23 A2 WHITE'S PATH,S YARMOUTH,MA,02664,41.667083,-70.200793,774-207-8023,0.0,69
f66dc930-9afa-3994-8676-0c23f1d3d7a3,STEWARD MEDICAL GROUP  INC,18 MAIN ST HARBOR VLG,TOWNSEND,MA,01469-1300,42.66495,-71.712025,978-597-9091,0.0,33
a74a9d9d-093c-350b-8ad4-4092eb6d29f7,RIVER VALLEY COUNSELING CENTER INC,259 EXCHANGE ST,CHICOPEE,MA,01013-1679,42.175668,-72.572257,413-594-2141,0.0,30
90bd0bf7-4422-3064-bb56-7010c222620d,HARBOR MEDICAL ASSOCIATES  INC.,90 LIBBEY PKWY,WEYMOUTH,MA,02189-1300,42.206676,-70.94584499999998,781-335-3900,0.0,33
9a345115-fe57-3de2-a2f1-9ab09066ed87,PCP314923,330 LYNNWAY,LYNN,MA,01901-1706,42.474862,-70.96218499999999,781-593-6005,0.0,27
5a63ae23-7757-309a-978a-3d55753798d1,MEDICAL CARE OF BOSTON MANAGEMENT CORPORATION,1180 BEACON ST,BROOKLINE,MA,02446-3806,42.323853,-71.142003,617-566-5600,0.0,29
883860d6-0862-3a47-a18f-7256563c53f4,HARRINGTON PHYSICIAN SERVICES INC,255 E OLD STURBRIDGE RD,BRIMFIELD,MA,01010-9647,42.128176,-72.205352,413-245-0966,0.0,3
a9a7dbbf-cdeb-3e44-ba3e-533422454722,MEDICAL CARE OF BOSTON MANAGEMENT CORPORATION,295 OLD OAK ST,PEMBROKE,MA,02359-1955,42.067803999999995,-70.805713,508-210-5964,0.0,63
4cebbd0e-1a6d-3653-a5ee-3071a3868ba8,NORTH SHORE PHYSICIANS GROUP INC,1 ATLANTIC TER,LYNN,MA,01902-3116,42.474862,-70.96218499999999,781-599-2141,0.0,44
